ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity,Image,Video,Description
85,Push up,364.7305563,65.50027596,64.29150459,57,Male,24,176,18.85074319,Cloudy,1,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-16.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH16E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
115,Push up,422.7135013,60.69999543,63.44628513,58,Female,22,108,20.15866046,Cloudy,2,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-17.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH17E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
125,Push up,472.2571261,73.32088288,70.13620933,34,Female,50,146,22.92826784,Rainy,10,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-18.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH18E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
142,Push up,474.2340328,65.58163045,65.80857826,26,Female,59,107,24.40223101,Sunny,10,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-19.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH19E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
147,Push up,152.3731861,70.97200523,74.43379193,28,Male,28,100,28.59196993,Cloudy,3,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-20.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH20E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
154,Push up,246.0202278,62.12980391,62.26845357,27,Female,23,104,22.51498621,Cloudy,7,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-21.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH21E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
191,Push up,304.6376978,59.58972611,62.54535184,60,Male,37,171,22.59039568,Cloudy,10,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-22.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH22E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
195,Push up,283.3606445,75.1904096,77.88313682,51,Female,41,171,20.45067266,Sunny,4,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-23.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH23E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
198,Push up,390.1075923,64.75229773,67.73405712,31,Male,45,160,26.13938514,Sunny,4,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-24.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH24E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
199,Push up,214.5143714,63.83401715,68.24753501,34,Male,21,159,26.5913335,Cloudy,10,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-25.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH25E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
212,Push up,387.9751554,86.54081641,91.02035846,52,Female,34,142,22.55585982,Cloudy,2,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-26.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH26E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
217,Push up,118.6470115,51.67232034,51.61450441,25,Male,38,110,33.82190219,Rainy,5,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-27.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH27E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
237,Push up,388.0302215,98.07338041,97.51100213,41,Female,44,163,20.95288539,Sunny,3,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-28.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH28E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
250,Push up,362.8638865,91.50202327,93.79851035,48,Male,45,164,29.80356061,Rainy,9,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-29.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH29E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
270,Push up,125.3188633,61.66126373,62.93773009,60,Male,60,140,25.50366824,Cloudy,9,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-30.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH30E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
272,Push up,170.3770551,69.55536825,70.98652946,54,Female,24,112,18.58827479,Rainy,8,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-31.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH31E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
273,Push up,480.8794249,60.56365223,61.05276,35,Male,22,176,33.03941552,Rainy,9,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-32.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH32E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
276,Push up,202.6962407,69.97506025,71.43576989,57,Male,38,170,23.16198917,Rainy,2,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-33.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH33E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
280,Push up,414.0052653,83.18856385,87.17224165,43,Male,27,126,30.8375631,Sunny,10,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-34.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH34E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
289,Push up,422.8064437,50.37197878,49.46376539,52,Male,42,103,26.71492286,Sunny,3,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-35.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH35E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
293,Push up,160.8038414,85.96624063,83.17303177,26,Female,57,143,28.82431738,Sunny,1,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-36.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH36E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
318,Push up,401.2463231,59.9213893,63.44800037,36,Female,42,116,21.28403508,Sunny,7,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-37.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH37E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
321,Push up,224.3930595,56.67296082,59.05334451,34,Female,25,174,21.31593985,Cloudy,9,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-38.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH38E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
325,Push up,423.0853574,59.27816258,62.6611276,58,Female,22,180,25.92492438,Sunny,9,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-39.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH39E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
332,Push up,123.0468662,91.0004721,95.18618148,22,Male,24,180,21.88936074,Rainy,8,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-40.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH40E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
334,Push up,184.3670115,53.56049867,51.57456244,46,Male,34,150,32.54984331,Cloudy,5,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-41.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH41E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
351,Push up,115.8031822,92.42372395,95.35911638,48,Female,59,106,21.92907831,Sunny,3,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-42.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH42E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
368,Push up,349.9257365,97.66366261,96.93965084,36,Female,58,136,28.9551125,Sunny,4,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-43.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH43E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
369,Push up,408.2691002,55.654306,52.15180862,28,Female,59,136,31.42627908,Rainy,5,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-44.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH44E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
379,Push up,235.9513724,91.49916851,86.7953898,42,Female,56,145,28.97385066,Cloudy,4,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-45.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH45E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
381,Push up,118.7328617,53.95946567,55.46661161,25,Male,20,126,20.49641424,Rainy,5,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-46.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH46E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
397,Push up,253.0751371,72.20812103,69.23537423,18,Female,56,106,25.0264355,Sunny,10,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-47.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH47E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
400,Push up,192.0501081,67.09438241,64.38638292,34,Female,26,158,34.50563981,Rainy,1,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-48.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH48E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
408,Push up,127.425054,93.17342768,91.50314289,50,Male,24,114,21.60465941,Cloudy,7,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-49.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH49E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
440,Push up,172.7404259,56.32741505,57.69120866,26,Female,33,142,20.24297758,Sunny,4,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-50.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH50E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
449,Push up,185.6912255,94.344094,91.55953764,26,Female,39,108,24.90687825,Cloudy,9,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-51.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH51E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
452,Push up,429.2259457,60.81328133,62.52092213,49,Male,35,156,33.76834964,Rainy,10,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-52.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH52E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
462,Push up,356.008851,78.70915533,76.88315527,28,Female,56,139,18.97547292,Sunny,5,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-53.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH53E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
468,Push up,286.1914351,72.43033682,76.19877072,36,Male,35,163,26.32556151,Rainy,4,https://static.vecteezy.com/system/resources/thumbnails/000/162/135/small/Free_Push_Up_Vector-54.jpg,https://youtu.be/WDIpL0pjun0?si=mjxtBTYJkH54E-fFn,"The push-up is a classic bodyweight exercise that strengthens the chest, shoulders, triceps, and core muscles. It involves lowering and raising your body by bending and straightening your arms while keeping your body in a straight line from head to heels. Push-ups improve upper body strength, enhance stability, and require no equipment, making them versatile and effective for fitness at any level."
